Date,High,Low,Open,Close,Volume,Adj Close
2020-02-03 00:00:00,215.0200043,208.6699982,208.6699982,213.1000061,14118800,213.1000061
2020-02-04 00:00:00,224.3800049,220.4900055,221.3500061,222.8800049,16695100,222.8800049
2020-02-05 00:00:00,226.6999969,217.5399933,226.5200043,220.2200012,15766100,220.2200012
2020-02-06 00:00:00,223.6499939,219.7799988,223.1300049,220.8999939,10790800,220.8999939
2020-02-07 00:00:00,217.8399963,214.8800049,217.4600067,216.5299988,13790300,216.5299988
2020-02-10 00:00:00,215.7700043,212.1999969,213.5,215.7700043,17420300,215.7700043
2020-02-11 00:00:00,220.0099945,215.2899933,219.9100037,217.2100067,16073500,217.2100067
2020-02-12 00:00:00,225.5200043,220.2100067,221.1300049,224.3099976,18671900,224.3099976
2020-02-13 00:00:00,225,218.9900055,220,220.3600006,28069700,220.3600006
2020-02-14 00:00:00,221.6399994,218.2299957,221.1000061,219.6300049,10690000,219.6300049
2020-02-18 00:00:00,220.8500061,217.5099945,218.5500031,220.5200043,12987000,220.5200043
2020-02-19 00:00:00,223.5599976,220.75,221.5200043,222.1399994,10798100,222.1399994
2020-02-20 00:00:00,222.5,214.2200012,222.5,218.0399933,14950100,218.0399933
2020-02-21 00:00:00,217.6000061,211.5599976,217.5399933,212.5899963,17681200,212.5899963
2020-02-24 00:00:00,207.2799988,202.5099945,203.5500031,206.1600037,19380200,206.1600037
2020-02-25 00:00:00,209.9499969,204.1000061,208.5099945,205.6100006,18132400,205.6100006
2020-02-26 00:00:00,213.0800018,206.7899933,206.8000031,208.7400055,19482100,208.7400055
2020-02-27 00:00:00,209.9700012,201.8600006,205.0099945,205.0299988,22741200,205.0299988
2020-02-28 00:00:00,208.9199982,198.5610046,198.9799957,208,31251100,208
2020-03-02 00:00:00,211.1100006,203.7559967,208.5899963,210.9799957,21542200,210.9799957
2020-03-03 00:00:00,211.3899994,202.2400055,211.0800018,207.4100037,20813800,207.4100037
2020-03-04 00:00:00,212.6999969,208.8500061,209.4900055,211.9600067,12474400,211.9600067
2020-03-05 00:00:00,215.1499939,209.1399994,210,211.4600067,13462900,211.4600067
2020-03-06 00:00:00,207,201.1000061,206.6999969,204.6399994,21700500,204.6399994
2020-03-09 00:00:00,199.8899994,193.9299927,195.6199951,197.6600037,25502600,197.6600037
2020-03-10 00:00:00,207.4499969,200.8000031,205.5299988,206.3899994,19022600,206.3899994
2020-03-11 00:00:00,203.1000061,196.1100006,201.6499939,198.9100037,18908200,198.9100037
2020-03-12 00:00:00,190.4869995,183.9299927,186.5,185.1000061,30247100,185.1000061
2020-03-13 00:00:00,195.9900055,187.8099976,194.8999939,194,23650500,194
2020-03-16 00:00:00,188,174.5,176.1499939,178.8500061,26628500,178.8500061
2020-03-17 00:00:00,189.3899994,179.6900024,181.2599945,184.8099976,19276500,184.8099976
2020-03-18 00:00:00,182.4100037,170,176,180,22054200,180
2020-03-19 00:00:00,187.25,177.3899994,179.2599945,180.8800049,20905700,180.8800049
2020-03-20 00:00:00,188.3000031,180,187.7400055,181.3000031,21006100,181.3000031
2020-03-23 00:00:00,178.5,169.9499969,175.2700043,176.3399963,22554700,176.3399963
2020-03-24 00:00:00,188.8000031,181.1799927,183.0899963,185.75,20801500,185.75
2020-03-25 00:00:00,195.1900024,184.5149994,185.8200073,188.5599976,19605200,188.5599976
2020-03-26 00:00:00,196.3200073,187.6000061,188.6399994,195.3200073,15416800,195.3200073
2020-03-27 00:00:00,192.7400055,188,189.9700012,188.5899963,13376400,188.5899963
2020-03-30 00:00:00,191.4799957,187.0099945,187.4799957,191.2700043,12254400,191.2700043
2020-03-31 00:00:00,196.7899933,190.6000061,192,194.4799957,19084800,194.4799957
2020-04-01 00:00:00,192.8699951,185.0399933,189.5,187.5599976,17948600,187.5599976
2020-04-02 00:00:00,191.3000031,185.6920013,186.0800018,188.8999939,13412100,188.8999939
2020-04-03 00:00:00,190.5500031,185.4100037,190.1199951,187.1100006,9483100,187.1100006
2020-04-06 00:00:00,196.8800049,192.6999969,194.7400055,196.4499969,13248700,196.4499969
2020-04-07 00:00:00,201.4499969,197.0500031,200.0500031,198,14934500,198
2020-04-08 00:00:00,198.8600006,193.8840027,198.3399963,195.9799957,13608000,195.9799957
2020-04-09 00:00:00,200.3500061,193.3999939,198.6499939,196.3699951,17821300,196.3699951
2020-04-13 00:00:00,200.3249969,195.5299988,197.3999939,199.4400024,16117900,199.4400024
2020-04-14 00:00:00,207.9700012,204.25,204.9499969,204.7799988,16757100,204.7799988
2020-04-15 00:00:00,209.1499939,201.3099976,204.7700043,208.1699982,10768100,208.1699982
2020-04-16 00:00:00,213.25,209.1199951,210.5299988,212.6600037,16353800,212.6600037
2020-04-17 00:00:00,214.9799957,208.8509979,214.9799957,209.5,13558500,209.5
2020-04-20 00:00:00,216.1000061,209.3600006,209.8699951,212.1300049,19295400,212.1300049
2020-04-21 00:00:00,212.1300049,205.0299988,209.8999939,207.3399963,14107600,207.3399963
2020-04-22 00:00:00,212,209.2100067,212,209.9600067,13471100,209.9600067
2020-04-23 00:00:00,210.5599976,203.4600067,210.2400055,205.2400055,20424000,205.2400055
2020-04-24 00:00:00,206.5,202.8200073,205.8899994,204.3600006,14673900,204.3600006
2020-04-27 00:00:00,207.7799988,202.0299988,207.5500031,203.6900024,17286800,203.6900024
2020-04-28 00:00:00,205.1900024,199.4069977,204.8099976,201.1499939,17203800,201.1499939
2020-04-29 00:00:00,207.0800018,202.5099945,202.9299927,206.6999969,19117800,206.6999969
2020-04-30 00:00:00,206.6999969,199.2899933,206.25,202.6699982,20107400,202.6699982
2020-05-01 00:00:00,197.3800049,192.8600006,195.75,194.4799957,22276200,194.4799957
2020-05-04 00:00:00,195,189.5299988,194.7599945,191.1499939,25709400,191.1499939
2020-05-05 00:00:00,198.2700043,194.1999969,196.3800049,195.0200043,22957200,195.0200043
2020-05-06 00:00:00,198.9100037,194.9299927,197.6699982,195.1699982,18598900,195.1699982
2020-05-07 00:00:00,198.0899963,194.7799988,198,196.4900055,16164600,196.4900055
2020-05-08 00:00:00,203.0200043,198.6799927,199.8000031,201.1900024,23819700,201.1900024
2020-05-11 00:00:00,206.6399994,202.3800049,202.7799988,205.3999939,17920700,205.3999939
2020-05-12 00:00:00,208.0500031,200.0200043,206.9499969,200.3099976,17826800,200.3099976
2020-05-13 00:00:00,204.6799927,197.9799957,203.6199951,199.4600067,22429700,199.4600067
2020-05-14 00:00:00,201.7700043,194.0299988,195.5,201.3000031,20025900,201.3000031
2020-05-15 00:00:00,204.4900055,200.1000061,200.6999969,203.6799927,17209500,203.6799927
2020-05-18 00:00:00,215.4700012,210.3699951,212.5,215.2799988,23556600,215.2799988
2020-05-19 00:00:00,220.5899963,215.1900024,216.7299957,217.1999969,21438100,217.1999969
2020-05-20 00:00:00,221.1569977,210.5800018,220,216.7899933,38324100,216.7899933
2020-05-21 00:00:00,214.5800018,209.5299988,211.2899933,212.1600037,29850700,212.1600037
2020-05-22 00:00:00,204.8800049,198.9900055,203.2299957,199.6999969,51979300,199.6999969
2020-05-26 00:00:00,206.8000031,201,205.9400024,201.7200012,28683200,201.7200012
2020-05-27 00:00:00,202.9900055,196.75,202.9900055,201.1799927,23605400,201.1799927
2020-05-28 00:00:00,202.3699951,197.6199951,199,199.4900055,18763200,199.4900055
2020-05-29 00:00:00,207.8800049,196.6999969,200,207.3899994,43179500,207.3899994
2020-06-01 00:00:00,207.1999969,203.9400024,205.8999939,206.5700073,16169700,206.5700073
2020-06-02 00:00:00,214.5700073,207.1699982,207.2100067,214.3300018,22485800,214.3300018
2020-06-03 00:00:00,218.9700012,213.75,215.6000061,218.6100006,19999500,218.6100006
2020-06-04 00:00:00,220,216.3200073,217.2799988,218.0399933,14962400,218.0399933
2020-06-05 00:00:00,220.5899963,218.6999969,220,219.5500031,11983200,219.5500031
2020-06-08 00:00:00,220.3999939,215.3300018,219.6000061,219,12731200,219
2020-06-09 00:00:00,220.7200012,216.1999969,216.3099976,220.7200012,14140100,220.7200012
2020-06-10 00:00:00,225,220.6000061,222,223.6799927,13372400,223.6799927
2020-06-11 00:00:00,219.9499969,213.5599976,218,215.2400055,15560300,215.2400055
2020-06-12 00:00:00,219.5,213.8800049,218.5,217.6399994,12716500,217.6399994
2020-06-15 00:00:00,217.7200012,212.75,214.1100006,217.0299988,17419900,217.0299988
2020-06-16 00:00:00,224.8399963,220.1000061,221,222.6199951,17212400,222.6199951
2020-06-17 00:00:00,225,222.5,224.3999939,224.25,12486700,224.25
2020-06-18 00:00:00,226.0299988,222.9199982,223.7400055,223.5399933,10358800,223.5399933
2020-06-19 00:00:00,226.5,220.0899963,226.3800049,220.6399994,19545200,220.6399994
2020-06-22 00:00:00,222.0800018,219.4450073,220.9199982,221.4100037,13303600,221.4100037
2020-06-23 00:00:00,230.2250061,224.5299988,225.1199951,228.75,18263400,228.75
2020-06-24 00:00:00,231.0299988,224.2519989,228.3000031,226.2200012,12159500,226.2200012
2020-06-25 00:00:00,224.6900024,220.8699951,224.5899963,222.1600037,14953100,222.1600037
2020-06-26 00:00:00,222.2599945,213.5,222.2100067,215.7100067,19340600,215.7100067
2020-06-29 00:00:00,216.5,211.8200073,215.0299988,215.0200043,12333000,215.0200043
2020-06-30 00:00:00,216.4299927,212.8899994,215.7400055,215.6999969,12933800,215.6999969
2020-07-01 00:00:00,216.5500031,214.7400055,215.8099976,215.9499969,11788100,215.9499969
2020-07-02 00:00:00,225.0249939,220.0599976,221.8500061,223.6000061,18128700,223.6000061
2020-07-06 00:00:00,240.4799957,232.8200073,233.3099976,240,33702900,240
2020-07-07 00:00:00,241.3000031,236.1300049,241.0099945,236.5099945,16491600,236.5099945
2020-07-08 00:00:00,258.4899902,244.0200043,244.8600006,257.6799927,39922700,257.6799927
2020-07-09 00:00:00,268,255.9100037,265.5499878,261.5799866,36803900,261.5799866
2020-07-10 00:00:00,261.8999939,255.7100067,260.2099915,261.0100098,20335000,261.0100098
2020-07-13 00:00:00,265.6600037,250.6799927,261.4500122,251.6699982,21568700,251.6699982
2020-07-14 00:00:00,249.75,241.2299957,246.5700073,248.5800018,19782600,248.5800018
2020-07-15 00:00:00,252.5,246.5399933,251.4799957,249.2100067,12614700,249.2100067
2020-07-16 00:00:00,245.0500031,240.7400055,241.7700043,242.5,18032100,242.5
2020-07-17 00:00:00,247.9299927,244.4799957,246.5500031,247.1399994,18742400,247.1399994
2020-07-20 00:00:00,257.6700134,252.4299927,256.4500122,254.8099976,19015000,254.8099976
2020-07-21 00:00:00,261.9200134,256.519989,261.2099915,257.8999939,17120700,257.8999939
2020-07-22 00:00:00,256.269989,249.6000061,255.7599945,251.6999969,19682200,251.6999969
2020-07-23 00:00:00,257.6600037,248.6900024,252.1000061,251.8800049,25712000,251.8800049
2020-07-24 00:00:00,249.4799957,241.8899994,244.9600067,249,17221500,249
2020-07-27 00:00:00,252.8699951,245.8099976,247.1100006,250.8600006,18966900,250.8600006
2020-07-28 00:00:00,251.6499939,248.5299988,251.1499939,249.0500031,9878700,249.0500031
2020-07-29 00:00:00,254.3000031,250.1000061,250.3399963,252.4499969,11493600,252.4499969
2020-07-30 00:00:00,253.8600006,249.6199951,251.6999969,252.7400055,7032900,252.7400055
2020-07-31 00:00:00,254.3999939,248.1000061,254.1999969,251.0200043,12304100,251.0200043
2020-08-03 00:00:00,260.6499939,254,254.0200043,257.9400024,11530300,257.9400024
2020-08-04 00:00:00,262.5599976,258.8200073,260.0799866,262.2000122,10994500,262.2000122
2020-08-05 00:00:00,265.9760132,261.7550049,263.7399902,264.9100037,10673800,264.9100037
2020-08-06 00:00:00,265.7000122,259.2000122,263.4200134,265.6799927,10359500,265.6799927
2020-08-07 00:00:00,257.7600098,247.5700073,257.4100037,252.1000061,22529600,252.1000061
2020-08-10 00:00:00,251.75,246.1000061,249.3399963,248.1300049,13621700,248.1300049
2020-08-11 00:00:00,252.8800049,247.8300018,251.2899933,248.4199982,10681800,248.4199982
2020-08-12 00:00:00,256.0799866,248.6799927,249.25,255.1900024,11112300,255.1900024
2020-08-13 00:00:00,256.9700012,252.8800049,256.3900146,253.7200012,8794500,253.7200012
2020-08-14 00:00:00,255.7700043,251.6399994,255.4900055,253.9700012,7876400,253.9700012
2020-08-17 00:00:00,257.375,250.0850067,253,256.9599915,9760000,256.9599915
2020-08-18 00:00:00,261.4200134,256.0599976,258.7099915,259.2000122,13267800,259.2000122
2020-08-19 00:00:00,261.2900085,257.3800049,260.8900146,260.5899963,14096500,260.5899963
2020-08-20 00:00:00,258.8800049,254.1799927,256.8900146,257.9700012,21460800,257.9700012
2020-08-21 00:00:00,267.4299927,258.3099976,259.0299988,265.7999878,25648200,265.7999878
2020-08-24 00:00:00,276.9700012,271.6199951,273.2399902,276.019989,22475800,276.019989
2020-08-25 00:00:00,289.1199951,276.0400085,278.0599976,286,27535500,286
2020-08-26 00:00:00,292.480011,284.1000061,289.2600098,291.9599915,19530300,291.9599915
2020-08-27 00:00:00,290.25,282.1000061,290.1700134,284.1700134,14805800,284.1700134
2020-08-28 00:00:00,289.5,283.5700073,285.0899963,289,9681500,289
2020-08-31 00:00:00,289.1900024,283.6099854,288.6199951,287.0299988,13253800,287.0299988
2020-09-01 00:00:00,298,288.8699951,289.2000122,298,13797100,298
2020-09-02 00:00:00,299,289.7900085,299,296.0700073,12638600,296.0700073
2020-09-03 00:00:00,290.7330017,278.1600037,289,282.5,16766200,282.5
2020-09-04 00:00:00,283.7799988,267.3900146,279.6000061,281.3900146,15885800,281.3900146
2020-09-08 00:00:00,273.9700012,266.5899963,270.230011,270.019989,12734000,270.019989
2020-09-09 00:00:00,275.6400146,270.8800049,274.4500122,273.1499939,9465700,273.1499939
2020-09-10 00:00:00,277.1000061,267.3999939,274.8999939,267.5499878,10676800,267.5499878
2020-09-11 00:00:00,274.5299988,268.1199951,272.6300049,271.6099854,9412800,271.6099854
2020-09-14 00:00:00,276.2900085,271.7600098,275.3599854,274.1000061,7883300,274.1000061
2020-09-15 00:00:00,279.1000061,274.7999878,278,277.9599915,8291400,277.9599915
2020-09-16 00:00:00,283.605011,278,281.0299988,278.1400146,9583500,278.1400146
2020-09-17 00:00:00,275.8999939,272.3210144,273.1099854,275.7200012,8016900,275.7200012
2020-09-18 00:00:00,277.269989,270.5499878,275.980011,272.4100037,11753500,272.4100037
2020-09-21 00:00:00,274.2200012,266.3999939,269.1000061,273.8200073,9076400,273.8200073
2020-09-22 00:00:00,276.3200073,270.0499878,276.019989,275.2900085,9673300,275.2900085
2020-09-23 00:00:00,277.8299866,271.5,275.3999939,272.9500122,7353200,272.9500122
2020-09-24 00:00:00,271.25,267.3340149,267.9299927,269.730011,9562100,269.730011
2020-09-25 00:00:00,271.8099976,264.5599976,267.5700073,271.0899963,11466600,271.0899963
2020-09-28 00:00:00,278.8399963,274.1990051,275.5299988,276.0100098,8761700,276.0100098
2020-09-29 00:00:00,279.2999878,274.8999939,275.4299927,276.9299927,7673300,276.9299927
2020-09-30 00:00:00,295,283.7099915,284.0100098,293.980011,24777700,293.980011
2020-10-01 00:00:00,295.5899963,288.25,295.2600098,290.0499878,16304000,290.0499878
2020-10-02 00:00:00,291.9790039,286.5100098,286.6199951,288.1700134,11482800,288.1700134
2020-10-05 00:00:00,290,284.8800049,289.0599976,288.269989,17876400,288.269989
2020-10-06 00:00:00,296.8399963,286.9100037,287.4100037,292.3900146,15860400,292.3900146
2020-10-07 00:00:00,299.5100098,292.8699951,297.9899902,296.5,16669300,296.5
2020-10-08 00:00:00,302.2999878,295.4410095,298.1099854,300.5400085,15105800,300.5400085
2020-10-09 00:00:00,302.6099854,297.7399902,298.5499878,299.7399902,11442200,299.7399902
2020-10-12 00:00:00,309.6400146,301.2850037,303.9500122,306.3399963,14780100,306.3399963
2020-10-13 00:00:00,310.0100098,303.0299988,306.3599854,308.7799988,10898500,308.7799988
2020-10-14 00:00:00,309.9599915,300.7999878,309,301.0400085,15157800,301.0400085
2020-10-15 00:00:00,299.8630066,292.6099854,293.7999878,299.4599915,9709900,299.4599915
2020-10-16 00:00:00,310,302.9500122,303.9899902,307.3099976,12338000,307.3099976
2020-10-19 00:00:00,313.8099976,303.4100037,309.8900146,305.2900085,14107300,305.2900085
2020-10-20 00:00:00,311.7999878,307.0599976,307.6000061,309.8099976,8806100,309.8099976
2020-10-21 00:00:00,314,307.7000122,311.75,307.9700012,11139700,307.9700012
2020-10-22 00:00:00,311.8500061,304.2099915,311.4599915,306.2799988,8008400,306.2799988
2020-10-23 00:00:00,310.3299866,304.0599976,307.269989,309.9200134,6231400,309.9200134
2020-10-26 00:00:00,315.4599915,303.2000122,309.9200134,306.8699951,9350100,306.8699951
2020-10-27 00:00:00,319.3200073,305.6099854,307.75,317.1400146,13175900,317.1400146
2020-10-28 00:00:00,313.5,306,313.5,307.9400024,13644500,307.9400024
2020-10-29 00:00:00,315.5799866,308.9100037,309.4400024,312.5599976,11174500,312.5599976
2020-10-30 00:00:00,310.8299866,300.1900024,308.5499878,304.6900024,14918500,304.6900024
2020-11-02 00:00:00,311.4400024,305.3900146,310.9500122,310.8399963,11857600,310.8399963
2020-11-03 00:00:00,294.2799988,280.7799988,286.2000122,285.5700073,58132500,285.5700073
2020-11-04 00:00:00,299.1700134,285.2999878,287.7900085,295.7099915,28791200,295.7099915
2020-11-05 00:00:00,291.25,279.6000061,289.0899963,287.75,50065200,287.75
2020-11-06 00:00:00,300.8900146,289.7860107,291.4899902,299.9500122,25259600,299.9500122
2020-11-09 00:00:00,304,290.5,303.769989,290.5299988,22559900,290.5299988
2020-11-10 00:00:00,280,264.3299866,279.9700012,266.5400085,61064000,266.5400085
2020-11-11 00:00:00,271.9200134,261.2049866,261.9200134,265.6499939,41699000,265.6499939
2020-11-12 00:00:00,271.2000122,263.0400085,271.0400085,264.3099976,27119100,264.3099976
2020-11-13 00:00:00,265.4400024,257.1700134,264.7200012,260.8399963,33942800,260.8399963
2020-11-16 00:00:00,262.5700073,257.0299988,260.4200134,258.3099976,20864200,258.3099976
2020-11-17 00:00:00,260.2799988,256.5400085,260.2799988,256.7999878,19739500,256.7999878
2020-11-18 00:00:00,258.3099976,252.5500031,257.7600098,255.8300018,28307100,255.8300018
2020-11-19 00:00:00,261.3999939,253.5599976,255,259.8900146,20752800,259.8900146
2020-11-20 00:00:00,272.3699951,261.8999939,263.9700012,270.7399902,34178400,270.7399902
2020-11-23 00:00:00,275.730011,266.4110107,274.75,270.1099854,25317100,270.1099854
2020-11-24 00:00:00,280.6099854,272.7999878,276.2349854,279.9599915,20660500,279.9599915
2020-11-25 00:00:00,279.3299866,274.0499878,275.7000122,277.7200012,15229300,277.7200012
2020-11-27 00:00:00,278.9200134,275.6659851,278.7999878,276.480011,9583200,276.480011
2020-11-30 00:00:00,268.9700012,262.519989,268.9700012,263.3599854,30476100,263.3599854
2020-12-01 00:00:00,265.6700134,261.5700073,265.4700012,264.0100098,14573100,264.0100098
2020-12-02 00:00:00,263.1000061,260.1099854,262,261.3200073,13919700,261.3200073
2020-12-03 00:00:00,268.6000061,263.1400146,263.7799988,266.9100037,15520500,266.9100037
2020-12-04 00:00:00,271.2999878,266.269989,271.019989,267.25,15527600,267.25
2020-12-07 00:00:00,265.9700012,262.6000061,265.7000122,264,11388700,264
2020-12-08 00:00:00,268.3999939,263.8699951,265.2000122,266.0899963,9447700,266.0899963
2020-12-09 00:00:00,267.9100037,263.1000061,267.5599976,263.7999878,9060700,263.7999878
2020-12-10 00:00:00,266.0899963,261.2000122,261.9899902,264.8699951,10290300,264.8699951
2020-12-11 00:00:00,265.3200073,262.5,264.2900085,264.5400085,7771300,264.5400085
2020-12-14 00:00:00,260.855011,256.0299988,260.3200073,256.0299988,18369900,256.0299988
2020-12-15 00:00:00,255.6799927,252.3000031,255.3399963,255.1100006,16595600,255.1100006
2020-12-16 00:00:00,263.1799927,257.0400085,257.7399902,261.8900146,15804800,261.8900146
